Address,Price,Radius,Beds,Bath
"Calvin   Drive, 3097",355523,44,1,2
"Caslon   Street, 9497",443868,96,3,2
"Clarges   Avenue, 9980",427674,38,2,1
"Byland  Tunnel, 2262",472643,46,1,1
"Boadicea   Alley, 8521",150900,42,2,3
"Enderby   Tunnel, 9148",185439,92,3,3
"Carlton  Lane, 9196",87394,69,3,1
"Carlton  Walk, 497",466564,10,2,3
"Commercial  Alley, 7396",490888,94,3,2
"St. Jamess  Alley, 6510",292983,18,3,3
"Epworth  Alley, 5382",258000,68,1,2
"Emily  Boulevard, 8560",396303,62,5,3
"Apostle  Walk, 2985",193072,0,1,2
"Yorkshire  Vale, 3212",489056,9,3,2
"Pine Tunnel, 5431",277703,7,2,2
"Aspen Avenue, 4634",241387,15,2,2
"Bermondsey    Lane, 2102",197908,60,3,3
"Zealand Boulevard, 2220",130939,37,4,1
"Eldon  Street, 4865",315080,54,1,2
"Oxford Boulevard, 2636",296242,65,3,2
"Chelsea Manor  Crossroad, 8925",431583,87,5,2
"Vincent  Alley, 6469",267120,0,4,2
"Magnolia Boulevard, 3261",363433,59,2,3
"Zealand Drive, 8361",326464,11,5,3
"Blomfield  Drive, 7814",477297,7,2,1
"Lexington Boulevard, 3319",275835,71,4,2
"Enderby   Crossroad, 1066",291288,51,5,1
"Abbey   Lane, 8506",77336,18,4,3
"Billing  Road, 2336",391632,97,4,3
"Yorkshire  Crossroad, 5329",468450,29,3,2
"Abbey   Drive, 1947",449312,61,2,1
"Carlisle  Pass, 782",319229,96,4,2
"Linda Lane Lane, 8887",451488,58,1,2
"Badric  Alley, 7426",381981,3,5,3
"Elia   Hill, 6062",150095,45,4,1
"Lincoln Rue, 1734",307015,51,5,3
"Cato   Vale, 1609",55721,2,1,1
"Caxton  Way, 377",367330,51,4,3
"Monroe Grove, 1496",313396,30,2,1
"Oxford Avenue, 3758",277177,89,3,1
"Ashley Pass, 3210",81598,19,5,3
"Lincoln Hill, 7249",50561,75,4,1
"Cingworth  Hill, 5172",474093,98,2,1
"Hamilton  Road, 9857",145065,56,3,1
"Blue Anchor  Walk, 5078",110680,56,1,2
"Cingworth  Pass, 6349",191699,80,4,3
"Bennett  Grove, 5840",299423,46,1,1
"Fairholt   Crossroad, 5623",459983,29,1,1
"Tilson  Boulevard, 8588",336381,38,4,1
"Black Swan  Street, 8663",135570,69,2,1
"Spruce Crossroad, 6275",132293,50,1,2
"Elba  Route, 6569",95842,43,5,3
"Beaconsfield  Drive, 2238",169795,7,3,1
"Anns  Walk, 6784",238776,99,4,1
"Birkbeck  Pass, 3641",393271,74,2,1
"Thomas  Lane, 7281",404715,92,4,1
"Cliff  Street, 5345",476546,83,3,3
"Apostle  Way, 9238",332158,79,4,2
"Enderby   Drive, 7633",280434,40,2,2
"Blue Anchor  Tunnel, 3390",359908,71,4,3
"Chatsworth  Avenue, 4779",115548,85,1,2
"Castle Vale, 4716",124487,21,2,3
"King Grove, 1358",479517,46,3,3
"Bond Drive, 2762",285905,47,4,1
"Eldon  Street, 2592",100811,74,5,1
"Coal Wharf  Grove, 4813",472060,61,1,2
"Chandos  Tunnel, 3465",133538,5,3,2
"Spruce Street, 7341",165389,14,1,1
"Bellenden   Street, 6214",219047,44,1,2
"Blackpool  Street, 527",259177,28,4,3
"Chambers  Rue, 166",429305,55,2,1
"Erindale Lane, 3386",238765,24,4,1
"Abbey   Avenue, 8564",320715,83,2,2
"Capeners  Crossroad, 5622",128897,82,5,3
"Carltoun   Tunnel, 7207",398325,78,4,3
"Sheffield Pass, 4135",315626,74,5,3
"Badric  Tunnel, 9560",139536,55,4,3
"Chesterfield  Street, 8631",249386,43,2,3
"Apollo  Grove, 6675",380260,47,2,2
"Earl Rise Way, 6453",258599,95,1,2
"Bendmore  Grove, 114",93905,39,4,3
"Clifton  Way, 9762",169728,25,5,2
"Egerton  Crossroad, 3310",204311,36,1,3
"Belmore  Pass, 8562",172426,52,2,2
"Emden   Boulevard, 7353",319419,41,3,3
"Ely  Crossroad, 3455",70759,55,4,1
"Aspen Rue, 4678",145165,42,2,2
"Ashley Boulevard, 1207",315509,8,4,2
"Marina  Vale, 8254",442501,49,2,3
"Zealand Tunnel, 6673",431737,38,3,2
"Besson  Drive, 2968",417349,33,3,2
"Coborn  Route, 606",93356,6,1,3
"Calvin   Way, 87",194542,82,2,1
"Marina  Avenue, 1739",76225,44,2,2
"Dunstans  Walk, 3632",66202,69,1,3
"Calshot   Crossroad, 7736",391421,15,1,2
"Sheraton   Walk, 7758",244720,23,1,1
"Fawn Rue, 5270",303839,17,2,1
"Abbotswell  Vale, 7580",449777,23,5,2
"Bekesbourne   Rue, 604",217385,90,1,3
"Carol   Street, 5624",352039,20,3,3
"Commercial  Route, 6255",142334,29,2,3
"Black Friars   Crossroad, 4719",281427,90,3,3
"Paris   Road, 8702",464412,26,1,1
"Cavell   Pass, 608",199280,85,4,3
"Blackheath   Drive, 8928",485933,87,2,3
"Champion  Vale, 6831",469989,60,4,2
"Tisbury  Way, 8576",50290,70,5,1
"Chestnut Rise Rue, 7502",473081,37,4,3
"Blue Anchor  Hill, 8733",248481,62,5,3
"Thomas Doyle   Hill, 5455",63495,6,1,3
"Chantry   Street, 9875",346402,25,4,1
"Bell    Street, 3311",118804,82,4,1
"Badric  Vale, 286",274413,62,1,1
"Queen Walk, 4922",493666,79,4,3
"Linda Lane Boulevard, 9705",336290,65,1,2
"Rosewood Pass, 2815",103337,1,3,2
"Coleman  Hill, 2882",407474,24,3,2
"Udall   Avenue, 5312",248945,13,5,1
"Charnwood   Avenue, 6727",259685,0,2,1
"Queen Route, 5166",129747,63,5,3
"Durnford  Pass, 3801",322647,54,3,1
"Cam  Street, 1915",296590,21,2,2
"Apollo  Grove, 1941",284155,18,1,1
"Cam  Way, 6525",57120,26,3,2
"Waite  Walk, 6171",325400,64,5,1
"Berry  Vale, 8361",314978,44,1,1
"Vincent  Avenue, 9179",405492,82,3,1
"Ben   Boulevard, 6568",253184,84,4,1
"Carlisle  Pass, 5900",174400,4,4,1
"Elgood   Hill, 9358",305775,55,3,1
"Arthur  Route, 9314",379933,91,1,3
"Bell    Pass, 2258",247785,89,2,1
"Queen Caroline   Drive, 1605",409296,19,5,2
"Blackheath   Tunnel, 3124",228886,37,1,3
"Chester      Drive, 2216",169844,2,1,2
"Becher  Pass, 7182",471294,62,1,1
"Chambers  Route, 8368",120366,35,5,3
"Norfolk  Walk, 7698",215252,57,2,3
"Angel  Way, 3356",291465,99,1,1
"Ely  Road, 1732",439096,30,4,2
"Canon Grove, 8621",306490,80,4,2
"Chantry   Avenue, 2412",56570,19,5,1
"Birkbeck  Grove, 8990",255041,67,4,3
"Enderby   Route, 3996",332951,1,4,1
"Bury  Rue, 2917",74918,19,3,2
"Buttonwood Lane, 7971",394420,77,3,1
"Carpenter Alley, 5219",406968,24,5,2
"Bellenden  Tunnel, 4090",332432,85,4,1
"Ellerslie Grove, 9411",404558,83,1,2
"Rail Drive, 9591",51524,37,5,3
"Lonsdale  Alley, 6902",456927,33,4,3
"Arthur  Crossroad, 8354",399664,86,4,3
"West Lane, 4277",201465,86,2,1
"Bocking   Crossroad, 9773",473787,24,4,1
"Carpenter Hill, 7898",440081,1,4,1
"Byland  Pass, 7233",286759,0,1,3
"Carlton  Alley, 109",485979,49,4,2
"Cavell   Hill, 6667",278182,66,3,1
"Blenkarne  Pass, 9624",90288,91,4,1
"Sundown Road, 9101",431490,2,4,1
"Yorkshire  Rue, 8103",437187,8,3,3
"Battis   Drive, 9728",386944,99,5,1
"Adams  Vale, 3598",208015,7,5,3
"Besson  Pass, 4366",91653,53,4,1
"Ellerslie Alley, 1211",263277,91,2,3
"Caslon   Crossroad, 6466",310432,9,2,2
"Fawn Drive, 3407",464978,72,1,1
"Cable    Hill, 4966",476592,88,2,1
"Lincoln Route, 7677",297109,87,3,3
"Bigland  Crossroad, 2748",84793,70,1,1
"King William  Pass, 7723",489595,67,3,1
"Berry  Alley, 1704",416422,56,5,1
"Sheffield Way, 5259",62195,91,4,3
"South Crossroad, 297",150055,64,5,3
"Carlisle  Alley, 8447",57248,88,1,2
"Chart   Pass, 9710",147904,85,5,1
"Burton  Way, 7348",189923,60,3,1
"Epworth  Pass, 503",405929,43,2,3
"Woodland Pass, 7544",60180,62,2,2
"Adams  Boulevard, 7981",353380,90,3,3
"Kimberley  Hill, 8094",74375,84,4,1
"Geffrye   Boulevard, 9113",70290,25,3,3
"Lincoln Walk, 2252",256317,75,5,1
"Wake  Street, 1950",155215,51,3,1
"Badric  Lane, 6367",363375,7,4,1
"Balham   Tunnel, 7367",312914,60,3,2
"Queen Caroline   Crossroad, 9774",218185,81,4,3
"Bellenden   Hill, 2157",116805,61,4,3
"Longmoore   Way, 8202",197458,17,5,1
"Cheltenham  Tunnel, 3487",131464,96,3,1
"Collingwood  Avenue, 8741",117073,29,3,2
"Meadow Street, 8599",366819,81,3,3
"Coleman  Grove, 5479",257503,89,3,3
"Fawn Lane, 2566",246898,62,3,1
"Walnut Way, 1927",433736,13,3,3
"Antrobus   Boulevard, 9993",193228,26,2,3
"Western   Drive, 6236",210191,42,2,3
"Spruce Walk, 7198",81228,17,2,3
"Blomfield  Way, 7114",350764,90,3,3
"Bekesbourne   Rue, 8512",354437,94,4,1
"Carltoun   Hill, 1429",334685,2,5,1
"Canal  Way, 816",141086,27,1,3
"Waldram Park  Avenue, 7832",483986,32,1,2
"Champion  Tunnel, 6498",209100,94,1,3
"Vincent  Walk, 6794",263913,50,4,3
"Virginia Hill, 4367",118585,37,4,2
"Gavel   Way, 4659",334066,34,1,3
"Addison  Alley, 7120",330519,71,4,2
"Boldero   Avenue, 2791",86272,73,3,2
"Tisbury  Route, 7270",396906,38,5,2
"Monroe Boulevard, 8119",475577,35,5,3
"Cardinal Street, 7222",317471,6,1,1
"Calderwood   Drive, 8519",405165,94,3,3
"Antrobus   Vale, 718",340508,27,5,1
"Epworth  Pass, 8602",485351,14,1,1
"Betton  Lane, 6776",214214,86,4,2
"Blackwall  Hill, 4862",347510,37,3,1
"Udall   Crossroad, 9815",244084,52,3,3
"Dunstable   Pass, 3001",82146,94,4,2
"Bocking   Crossroad, 6269",464326,86,4,3
"Cavell   Vale, 4243",85813,80,2,3
"Dunton  Hill, 9843",457909,38,5,3
"Mariner   Crossroad, 5361",331866,60,3,2
"Garfield Route, 2935",466283,0,1,3
"Longman   Crossroad, 7403",278958,76,1,2
"Paris   Hill, 3517",374568,19,1,2
"Elystan  Boulevard, 1650",300462,64,4,2
"Gavel   Alley, 2943",168315,31,3,3
"Black Swan  Vale, 1545",409869,21,5,3
"Longleigh   Tunnel, 3976",330115,79,3,1
"Bletchley   Street, 9050",232362,45,5,1
"Rivervalley Vale, 3685",209656,53,2,3
"Camden  Grove, 2459",253853,72,3,3
"Boadicea   Street, 9214",490430,12,4,2
"Clarges   Walk, 9340",433473,21,3,2
"Chester      Route, 8576",437594,50,5,3
"Maple Walk, 4449",356516,62,1,3
"Black Swan  Vale, 1695",82517,96,2,3
"Bond Drive, 4265",196685,26,3,3
"Bury  Grove, 5026",195668,86,1,3
"Bishop   Route, 5916",147389,55,1,2
"Jackson Avenue, 2976",273317,48,3,1
"Geary   Pass, 7798",160870,15,4,3
"Coalecroft  Grove, 5353",159621,32,4,2
"Bel   Drive, 3574",393895,14,1,3
"Becklow  Hill, 8557",233169,9,3,2
"Rosewood Vale, 8296",398779,10,4,3
"Beatty  Pass, 774",367525,28,5,2
"Timber   Road, 9727",154931,42,4,1
"Castile  Lane, 7320",204247,37,3,3
"Westbourne Lane, 8392",80818,29,2,3
"East Rue, 4685",148374,2,5,3
"Chestnut Rise Tunnel, 586",437811,15,1,3
"Birkenhead   Lane, 1739",349944,68,3,3
"Dunstable   Alley, 4323",379170,18,5,2
"Camera  Tunnel, 6370",494071,60,4,2
"Bel   Avenue, 146",227888,88,2,1
"Cardinal Rue, 4809",150074,44,1,2
"Howard Rue, 4019",323704,82,5,1
"Caldwell   Road, 4871",430115,0,1,2
"Caedmon  Grove, 8749",298644,33,1,1
"Durnford  Vale, 2712",410116,13,4,2
"Blackheath   Drive, 5090",383617,84,5,3
"Blomfield  Street, 3786",398059,82,3,3
"Vintners  Avenue, 5505",448675,17,5,2
"Virginia Way, 6698",97151,89,3,2
"Rosewood Vale, 8079",359463,26,3,1
"Antrobus   Drive, 1034",118933,38,4,2
"Westbourne Avenue, 7790",280195,61,3,3
"Durham Pass, 9142",482070,76,5,1
"Duthie   Crossroad, 6365",479672,32,1,1
"Enderby   Hill, 858",300998,95,3,2
"Sheffield Grove, 7327",408749,23,1,1
"Arlington  Lane, 5932",177455,6,4,3
"Rivervalley Lane, 7274",277009,67,1,3
"Yoakley Grove, 1984",76364,56,3,1
"Beaconsfield  Rue, 9536",344172,86,3,1
"Badric  Street, 1630",289982,76,1,1
"Blackpool  Road, 6715",165346,34,1,3
"Unwin  Route, 533",177249,54,4,2
"York Hill, 7385",348220,74,5,1
"Clarks  Way, 6294",138831,22,4,1
"Buttonwood Hill, 9710",460123,90,3,1
"Blackheath   Avenue, 8022",150859,21,2,1
"Camdale  Lane, 3709",194803,88,4,1
"Abourne   Grove, 8705",57844,12,1,3
"Andrews  Road, 590",103915,40,3,3
"Angrave    Alley, 3714",339059,13,2,2
"Linda Lane Lane, 4385",290212,59,5,3
"Arline    Tunnel, 8755",202951,12,5,1
"Yoakley Alley, 8938",402062,45,3,1
"Hickory Lane Pass, 1043",415037,82,2,2
"Pine Drive, 6793",384980,45,4,2
"Bayberry Grove, 4836",286779,11,5,2
"Cephas  Street, 7798",175941,71,5,2
"Wake  Avenue, 8599",359471,78,3,2
"Balham   Boulevard, 7225",395038,65,2,3
"Bales  Street, 5954",350988,10,3,2
"Beatty  Route, 2562",200796,55,2,3
"Comet House  Boulevard, 5313",102174,38,5,3
"English   Walk, 567",351569,19,1,1
"Egerton  Pass, 7593",259595,56,4,2
"Bond Street, 6109",322499,47,1,1
"Cavell   Way, 3526",153780,18,5,2
"Chatsworth  Street, 6507",170171,43,1,3
"Charnwood   Hill, 9986",459595,30,2,2
"Blendon    Avenue, 8692",492255,61,1,2
"Yoakley Lane, 5103",459310,88,3,2
"Meadow Rue, 4395",56736,29,4,1
"Walnut Alley, 1987",110749,66,4,2
"Chatfield  Way, 6953",124515,64,4,2
"Ernest  Avenue, 2478",307693,64,1,3
"Apostle  Vale, 3574",295507,56,2,1
"Woodland Hill, 8951",56325,69,3,1
"Chalcot  Rue, 8477",477539,38,5,2
"Beaumont  Walk, 7439",159673,78,1,1
"Chestnut Rise Street, 4423",342412,60,2,1
"Bliss  Crossroad, 5894",95096,50,3,3
"Blore  Walk, 1516",476554,25,2,3
"Rail Route, 6225",165112,9,2,3
"Cato   Way, 3018",400285,24,1,2
"Chapel  Grove, 3642",92192,26,4,2
"Waldram Park  Tunnel, 8498",447625,51,4,1
"Cloth  Way, 2958",285129,69,2,2
"Angrave    Walk, 3940",276925,84,2,2
"Epworth  Tunnel, 3218",167375,39,1,3
"Gate   Walk, 8540",497400,55,2,3
"Black Friars   Walk, 3722",312903,69,4,1
"Maple Road, 2559",295619,66,2,2
"Durham Drive, 5894",240109,44,4,2
"North Avenue, 6227",102475,48,3,3
"Chandos  Grove, 5282",113675,9,3,2
"Endsleigh  Road, 9199",117692,62,2,1
"Geffrye   Alley, 7149",380213,99,1,3
"Bush  Tunnel, 5717",100603,52,2,1
"Capeners  Pass, 4676",142497,13,4,1
"Charterhouse  Pass, 4043",307482,78,5,2
"Blackpool  Rue, 2720",417748,44,2,3
"Norland  Lane, 3828",272894,45,5,3
"Blean   Drive, 291",305985,4,3,3
"Badric  Grove, 9447",270033,68,5,3
"Longmoore   Boulevard, 1616",144618,18,1,3
"Caroline  Boulevard, 2952",84710,98,3,3
"Woodland Alley, 7101",355720,68,2,2
"Berry  Route, 34",381990,44,4,3
"Bede  Boulevard, 3282",389730,40,5,1
"Caroline  Street, 2851",173944,82,1,2
"Virginia Pass, 4917",75348,99,1,2
"Chapel  Street, 8095",50392,76,2,2
"Caxton  Vale, 4725",381765,34,1,2
"Lake Drive, 3222",312281,50,4,1
"Mariner   Grove, 4039",438357,10,5,1
"Cobden  Avenue, 6813",252174,76,2,3
"Sheringham   Avenue, 7540",338380,64,3,2
"Rivervalley Walk, 5381",266735,92,2,3
"Sheraton   Vale, 4734",269546,36,1,2
"Cecilia  Route, 1379",344725,52,3,1
"Abourne   Walk, 2880",311247,94,3,3
"Queen Caroline   Hill, 9419",440324,10,3,3
"Norfolk  Crossroad, 3814",131535,60,3,3
"Collins  Street, 9613",231022,5,2,1
"Angel  Way, 9858",103028,10,2,2
"Maple Tunnel, 9010",490904,67,5,1
"Dunton  Hill, 6204",166779,60,4,1
"Fair Pass, 4737",465093,2,3,1
"Hammersmith  Boulevard, 1783",449627,18,3,2
"Empress  Drive, 7494",499171,21,2,2
"Geary   Avenue, 2014",467214,62,3,3
"Unwin  Boulevard, 1428",255162,64,1,2
"Tisbury  Avenue, 1954",86368,94,1,2
"Cable    Pass, 918",271109,20,5,2
"Clifton  Crossroad, 2613",224606,31,4,3
"Ashley Tunnel, 9951",228707,86,3,3
"Bond Road, 4321",293565,51,4,1
"Colombo   Hill, 9172",170090,27,1,3
"Balfour    Alley, 4358",238359,57,1,1
"Fairfield  Crossroad, 679",195568,48,4,2
"Central  Street, 6836",88301,54,3,3
"Chesterfield  Rue, 9500",363382,22,3,1
"Lincoln Boulevard, 1212",70548,45,2,2
"Yorkshire  Hill, 9784",180674,47,5,2
"Elystan  Route, 2178",63649,11,3,1
"Glenwood Street, 1818",376471,62,4,1
"Dunstans  Avenue, 7221",208281,53,5,1
"Arundel   Drive, 2778",62411,41,1,1
"Bedford  Rue, 7946",83533,72,3,2
"Zealand Pass, 6660",98533,4,5,3
"Arlington  Lane, 3202",424290,47,3,3
"King Tunnel, 9385",472750,83,2,2
"Fieldstone Lane, 28",363533,44,1,3
"Clyde Route, 6509",452777,33,3,1
"Ely  Road, 2439",268079,4,1,2
"Linda Lane Drive, 1958",472196,61,2,2
"Queen Caroline   Crossroad, 1351",450573,5,5,3
"Angrave    Rue, 4111",322381,80,2,2
"Bellenden  Rue, 9366",115921,91,3,1
"Camberwell  Rue, 4548",407069,17,1,2
"Wake  Walk, 7584",422258,76,1,1
"Bellenden   Avenue, 49",172481,62,2,3
"East Crossroad, 8792",159015,94,5,2
"Arthur  Tunnel, 7916",367210,80,2,1
"Wakley   Rue, 967",449335,72,3,3
"South Rue, 7779",66934,10,3,1
"Elystan  Lane, 8742",180944,28,2,3
"Mariner   Hill, 5512",154079,34,5,3
"St. Johs  Drive, 1224",480128,90,5,2
"Chart   Lane, 3847",452141,80,1,2
"Waite  Alley, 2046",427139,34,3,1
"Cato   Lane, 4139",286601,88,3,1
"Enderby   Hill, 6560",222080,51,1,1
"Castlereagh   Rue, 818",141197,67,4,1
"Heritage Avenue, 3973",262283,20,2,3
"St. Pauls  Boulevard, 3932",50607,52,3,1
"Catherine  Pass, 4300",55973,39,1,3
"Coleman  Pass, 5112",183460,3,2,2
"Bocking   Vale, 6353",352524,78,5,1
"Camelot   Road, 541",355258,16,4,2
"Clarks  Tunnel, 3810",495980,55,1,2
"Blackpool  Rue, 1894",176232,58,3,2
"Ashley Lane, 1752",128252,4,1,1
"Fieldstone Pass, 3291",382863,74,5,2
"Sundown Route, 3349",149214,45,1,1
"Abbotswell  Vale, 3055",264706,13,5,2
"Wager   Grove, 3917",140193,23,4,3
"Blackheath  Crossroad, 5044",106909,43,4,3
"Rosewood Road, 2514",417361,17,1,1
"Ashley Crossroad, 601",107849,48,3,1
"Commercial  Crossroad, 6967",456682,32,3,3
"Bloomsbury  Lane, 5392",279689,27,5,2
"Gautrey  Crossroad, 940",60238,49,1,3
"Carltoun   Road, 6607",485685,84,2,1
"Ampton  Boulevard, 719",384970,14,2,2
"Linda Lane Walk, 2227",95333,7,2,1
"Chicksand  Pass, 3059",453960,6,4,3
"Heritage Drive, 1058",494551,30,2,3
"Bempton   Road, 9354",268774,28,3,3
"Bacon  Grove, 7659",107443,58,1,2
"Heritage Crossroad, 9219",242175,96,4,3
"Collins  Route, 705",402314,54,3,2
"Apothecary   Drive, 7564",427144,3,4,1
"Berry  Tunnel, 6145",402675,66,3,2
"Capeners  Hill, 7699",264867,50,2,1
"Elf  Street, 5608",203684,56,4,2
"Bingham   Crossroad, 7032",382623,14,1,1
"Blake  Road, 2895",295532,48,2,1
"Hammersmith  Boulevard, 6433",185613,29,3,1
"Bempton   Boulevard, 3054",68494,12,3,1
"Cephas  Street, 4965",261363,98,4,1
"Ayres   Lane, 446",286090,32,2,3
"Bellenden   Avenue, 9317",57940,99,4,2
"Durweston   Lane, 402",173103,25,2,3
"Charterhouse  Route, 6980",56437,58,5,3
"Bempton   Walk, 760",278146,57,1,1
"Western   Way, 7766",487958,18,2,1
"Pine Route, 235",108363,81,4,3
"Burton  Grove, 1961",375432,34,2,3
"Cleveland  Boulevard, 5103",380489,30,1,3
"Chesterfield  Crossroad, 5106",240134,58,2,2
"Emily  Tunnel, 3003",83443,2,3,3
"Heritage Rue, 8845",396508,20,5,2
"Camdale  Crossroad, 7837",153424,93,2,3
"Virginia Tunnel, 2388",448287,32,3,1
"Lexington Avenue, 7071",152001,41,3,3
"Balham   Lane, 6488",194865,64,1,2
"Bendall   Way, 9643",91217,21,1,2
"Thomas  Pass, 1927",343954,4,3,1
"Calvin   Alley, 1892",361659,1,4,2
"Wakley   Street, 5433",408637,38,3,1
"Gavel   Vale, 9078",182170,19,2,2
"Bedford  Tunnel, 7934",103282,38,4,2
"Bethwin  Avenue, 5734",215349,82,5,1
"Woodland Grove, 6293",333092,50,5,2
"Queen Caroline   Grove, 2946",420683,60,2,3
"Ampton  Tunnel, 3595",433714,20,3,2
"Bicknell  Route, 5741",331722,83,5,2
"Emden   Drive, 4295",301764,68,5,1
"Unwin  Tunnel, 6645",360838,41,1,1
"Spruce Avenue, 2947",402397,57,3,1
"Bazely   Street, 5147",330619,40,5,1
"Birkin   Road, 31",351544,1,1,3
"Dunstans  Crossroad, 2643",464447,25,5,3
"Besson  Rue, 1620",407221,41,1,3
"Monroe Tunnel, 8428",165450,41,1,2
"Commercial  Lane, 9357",174404,10,1,2
"Fieldstone Rue, 207",226802,93,3,2
"Earl Rise Road, 8620",191466,70,2,1
"Lexington Boulevard, 8297",496017,67,1,1
"West Vale, 4135",320900,95,2,3
"Callcott   Boulevard, 6445",118216,74,2,3
"Dunsley  Vale, 4009",265852,75,3,1
"Thomas More   Drive, 9420",368938,90,2,1
"Parkgate  Alley, 2853",244715,98,3,2
"Blake  Way, 7908",492643,5,4,3
"Glenwood Street, 1628",485109,97,3,2
"Clavell   Grove, 5114",463270,58,5,2
"Elizabeth  Avenue, 8931",71651,14,3,2
"Clerkenwell Route, 7188",387972,86,2,2
"Castile  Way, 4960",365981,82,3,2
"Becklow  Walk, 7417",469388,76,4,2
"Belfort  Walk, 5143",233131,54,5,1
"Queensberry  Lane, 9354",460630,24,2,2
"Billing  Grove, 2159",100239,10,5,3
"Pine Road, 2162",390908,32,5,2
"Sundown Vale, 1162",217977,70,1,2
"Carlton  Street, 3441",194069,41,2,2
"Buttonwood Hill, 7896",308979,28,1,3
"Camdale  Avenue, 8202",348598,79,4,3
"Balfour    Boulevard, 6493",147325,94,5,2
"Fawn Walk, 5392",293925,25,5,1
"Central  Crossroad, 7914",361196,74,2,1
"Angela   Grove, 1821",67901,91,3,2
"Fawn Boulevard, 7096",459218,36,4,3
"Chester      Rue, 1039",262550,30,5,3
"Calverley  Tunnel, 335",62227,13,4,1
"Mariner  Road, 9719",73992,39,4,1
"Thomas Doyle   Grove, 1765",63283,39,1,1
"English   Crossroad, 6326",451686,24,3,1
"Blean   Rue, 2192",248324,32,1,3
"Blean   Vale, 127",400772,87,2,3
"King William  Pass, 8559",486680,93,3,1
"Epworth  Lane, 4428",458739,86,5,1
"Ayres   Route, 1346",448016,18,4,2
"Collins  Pass, 6125",81500,61,3,3
"Emily  Vale, 2500",282229,82,1,1
"Eaglet  Walk, 9221",191146,92,2,3
"Ashley Walk, 5324",255669,29,3,3
"Cave   Crossroad, 8949",361829,49,3,3
"Gavel   Tunnel, 9003",195208,93,2,3
"Becklow  Street, 3922",68028,69,5,1
"Fawn Street, 5708",168749,46,3,2
"Thomas  Alley, 6129",192618,9,5,2
"Babmaes    Route, 8230",198617,65,2,1
"Enford   Road, 9908",494627,95,1,3
"Hammersmith  Vale, 4169",319600,53,3,1
"Victoria  Boulevard, 4290",64235,96,2,1
"Yorkshire  Tunnel, 58",428487,39,2,2
"Howard Hill, 7097",68116,62,2,1
"Biggerstaff   Hill, 2758",277949,48,3,2
"Aberavon  Street, 7177",300897,51,3,2
"Adams  Route, 2986",360013,98,1,2
"Clissold  Drive, 1470",301892,70,3,3
"Blomfield  Pass, 5588",457493,20,1,2
"Hampden  Vale, 5250",266053,76,4,1
"Eaglet  Tunnel, 2835",448049,89,5,3
"Blean   Route, 3513",339742,12,4,2
"Carnegie   Vale, 9467",402474,6,4,2
"Bayberry Vale, 6519",189847,41,1,1
"Chartham  Walk, 2088",151517,48,1,2
"Marina  Crossroad, 6751",415667,66,5,2
"Zealand Street, 2617",85815,31,1,1
"Blanchard  Hill, 6968",362922,96,5,2
"Blackheath  Way, 5737",264254,71,3,3
"Cadogan  Vale, 4182",338667,57,5,3
"King William  Tunnel, 9705",231651,70,5,1
"Callcott   Route, 2312",96293,12,1,1
"Addison  Avenue, 5302",281201,29,1,2
"Baylis  Alley, 3365",476866,41,3,2
"Birkin   Crossroad, 4381",381716,20,2,3
"Beaumont  Pass, 2917",167298,88,3,1
"Chartham  Boulevard, 3732",314322,38,4,2
"Cockspur  Lane, 1277",176954,77,2,1
"Byland  Way, 4550",180379,51,3,3
"St. Johs  Walk, 3657",463723,88,3,3
"Bethwin  Tunnel, 2531",234986,63,2,3
"Balfour    Drive, 3612",65597,74,2,2
"Canal  Boulevard, 4550",244966,92,4,1
"Eaglet  Crossroad, 9708",216461,87,2,3
"Sheffield Road, 6679",274683,26,3,3
"Blendon    Crossroad, 8709",114091,93,1,2
"Bendall   Alley, 2551",395390,31,3,2
"South Lane, 4861",482507,73,4,3
"Baynes  Tunnel, 412",389754,9,2,1
"Canal  Rue, 5353",267519,66,3,1
"Udall   Hill, 2908",493247,68,4,2
